,id_flights,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,weekend
15147,275867,2,1,5,809.0,1045.0,17,276.0,280.0,253.0,10.0,14.0,35,157,1797,0
15148,850755,5,15,4,1550.0,1804.0,1,134.0,150.0,119.0,-6.0,10.0,186,265,1045,0
15149,870014,5,14,3,1436.0,1843.0,5,187.0,169.0,129.0,29.0,11.0,136,61,1091,0
15150,1234439,7,13,7,1523.0,1656.0,1,93.0,95.0,69.0,16.0,18.0,181,81,432,1
15151,1235797,7,11,5,1855.0,1951.0,3,56.0,54.0,41.0,196.0,194.0,16,53,160,0
15152,1139808,7,23,3,1730.0,1811.0,14,41.0,40.0,17.0,16.0,15.0,80,68,72,0
15153,1069731,6,20,5,1945.0,2325.0,5,160.0,173.0,119.0,82.0,95.0,210,96,719,0
15154,448545,3,19,3,842.0,1042.0,15,240.0,236.0,212.0,11.0,7.0,135,80,1452,0
15155,516949,3,31,1,1937.0,2056.0,12,199.0,188.0,169.0,24.0,13.0,87,80,1123,0
15156,1403964,8,12,2,2013.0,2157.0,4,104.0,117.0,90.0,10.0,23.0,238,37,612,0
15157,1010198,6,21,6,1801.0,2003.0,11,122.0,125.0,108.0,23.0,26.0,206,210,693,1
15158,445694,3,31,1,1843.0,2053.0,14,190.0,68.0,40.0,312.0,190.0,154,210,179,0
15159,1564685,10,4,6,1924.0,2151.0,16,327.0,368.0,315.0,48.0,89.0,219,258,2521,1
15160,699893,4,17,4,1102.0,1215.0,1,193.0,180.0,169.0,20.0,7.0,81,248,1171,0
15161,1072990,6,4,3,1339.0,1507.0,6,208.0,178.0,186.0,44.0,14.0,73,80,1069,0
15162,1630428,11,16,7,2148.0,2253.0,17,65.0,80.0,52.0,-2.0,13.0,157,258,337,1
15163,1487121,9,24,3,1043.0,1228.0,11,45.0,50.0,28.0,88.0,93.0,210,119,137,0
15164,1458048,9,29,1,1612.0,1709.0,14,57.0,65.0,40.0,-2.0,6.0,231,155,173,0
15165,865714,5,22,4,2101.0,58.0,4,417.0,388.0,345.0,60.0,31.0,150,258,2586,0
15166,1145844,7,29,2,842.0,1030.0,15,228.0,228.0,191.0,7.0,7.0,135,80,1452,0
15167,361728,2,18,1,942.0,1407.0,5,505.0,510.0,475.0,2.0,7.0,136,129,3904,0
15168,1763712,12,29,1,1009.0,1135.0,17,86.0,95.0,73.0,65.0,74.0,269,216,479,0
15169,1210860,7,12,6,2143.0,2327.0,12,164.0,171.0,144.0,11.0,18.0,199,102,1026,1
15170,660452,4,5,6,925.0,1111.0,9,106.0,106.0,83.0,15.0,15.0,18,104,581,1
15171,1310305,8,4,1,832.0,913.0,14,41.0,31.0,23.0,24.0,14.0,6,54,56,0
15172,138684,1,29,2,1703.0,1834.0,0,91.0,70.0,71.0,34.0,13.0,199,99,223,0
15173,350330,2,18,1,1956.0,2213.0,1,197.0,195.0,172.0,63.0,61.0,186,81,1121,0
15174,820888,5,24,6,1744.0,1901.0,11,77.0,75.0,42.0,41.0,39.0,155,157,236,1
15175,778728,5,17,6,1450.0,1540.0,14,50.0,48.0,35.0,30.0,28.0,157,231,110,1
15176,406402,3,28,5,1808.0,1913.0,17,65.0,65.0,50.0,73.0,73.0,267,36,291,0
15177,564952,3,11,2,1630.0,1930.0,5,180.0,184.0,146.0,21.0,25.0,96,215,1024,0
15178,1583880,10,24,5,2016.0,2044.0,9,88.0,103.0,76.0,154.0,169.0,18,274,483,0
15179,1028017,6,14,6,808.0,918.0,12,70.0,74.0,48.0,34.0,38.0,275,181,256,1
15180,1661560,11,1,6,1519.0,1715.0,15,176.0,171.0,147.0,19.0,14.0,80,257,1024,1
15181,1146109,7,12,6,1511.0,1741.0,15,150.0,150.0,123.0,6.0,6.0,210,81,802,1
15182,882380,6,5,4,1641.0,1828.0,17,227.0,225.0,217.0,18.0,16.0,175,204,1489,0
15183,202876,2,18,1,1349.0,1713.0,17,144.0,115.0,101.0,118.0,89.0,35,219,675,0
15184,1334924,8,12,2,1206.0,1322.0,16,76.0,93.0,65.0,-11.0,6.0,37,79,399,0
15185,704525,4,15,2,1926.0,2032.0,1,186.0,195.0,173.0,22.0,31.0,81,157,1235,0
15186,1779841,12,26,5,1108.0,1446.0,19,158.0,115.0,92.0,75.0,32.0,210,18,606,0
15187,409168,3,31,1,1527.0,1627.0,17,60.0,65.0,46.0,17.0,22.0,47,155,223,0
15188,1921510,12,11,4,1620.0,1904.0,5,164.0,185.0,134.0,122.0,143.0,104,96,1065,0
15189,246347,2,15,5,1750.0,1916.0,14,86.0,87.0,67.0,6.0,7.0,93,258,451,0
15190,963512,6,3,2,2229.0,113.0,15,104.0,106.0,74.0,87.0,89.0,210,48,622,0
15191,325602,2,19,2,1651.0,2018.0,0,147.0,165.0,125.0,88.0,106.0,86,162,1031,0
15192,1346209,8,25,1,1916.0,2001.0,7,45.0,66.0,26.0,231.0,252.0,18,11,143,0
15193,215423,2,27,3,1216.0,1346.0,17,210.0,220.0,188.0,-4.0,6.0,130,157,1390,0
15194,1892158,12,3,3,2140.0,2358.0,1,138.0,145.0,118.0,3.0,10.0,186,79,920,0
15195,1524757,10,12,7,948.0,1615.0,17,207.0,220.0,179.0,25.0,38.0,155,140,1591,1
15196,1723079,11,6,4,1253.0,1414.0,5,261.0,273.0,236.0,-4.0,8.0,61,155,1825,0
15197,1899680,12,26,5,1345.0,1902.0,1,197.0,195.0,169.0,32.0,30.0,100,81,1313,0
15198,340717,2,26,2,1502.0,1635.0,1,93.0,95.0,73.0,35.0,37.0,81,29,597,0
15199,1846422,12,14,7,1433.0,1613.0,8,160.0,142.0,135.0,38.0,20.0,275,80,770,1
15200,1747143,12,20,6,1206.0,1507.0,17,181.0,165.0,160.0,187.0,171.0,179,20,972,1
15201,761969,5,5,1,1550.0,1657.0,18,67.0,69.0,49.0,53.0,55.0,136,132,295,0
15202,671200,4,27,7,1200.0,1508.0,11,128.0,85.0,74.0,63.0,20.0,210,293,475,1
15203,62643,1,24,4,2313.0,5.0,14,52.0,46.0,25.0,154.0,148.0,157,251,89,0
15204,1517221,9,11,4,1707.0,1906.0,6,239.0,247.0,201.0,14.0,22.0,18,266,1589,0
15205,494114,3,22,6,813.0,1113.0,9,180.0,178.0,150.0,15.0,13.0,104,244,1184,1
15206,1665642,11,4,2,1118.0,1313.0,16,115.0,132.0,90.0,-9.0,8.0,162,63,544,0
15207,1823952,12,30,2,1822.0,2030.0,16,128.0,132.0,114.0,8.0,12.0,248,79,892,0
15208,1642620,11,16,7,1832.0,1959.0,18,87.0,112.0,51.0,52.0,77.0,135,96,213,1
15209,667932,4,6,7,959.0,1131.0,11,92.0,100.0,76.0,21.0,29.0,81,133,603,1
15210,1414729,8,21,4,1855.0,2128.0,5,213.0,209.0,191.0,74.0,70.0,258,16,1449,0
15211,455710,3,25,2,1451.0,1713.0,15,142.0,153.0,118.0,-5.0,6.0,210,81,802,0
15212,1236291,7,14,1,1833.0,1926.0,3,53.0,57.0,41.0,8.0,12.0,16,98,261,0
15213,1221024,7,7,1,2142.0,2359.0,1,257.0,270.0,233.0,49.0,62.0,210,263,1829,0
15214,335887,2,23,6,2016.0,2308.0,1,292.0,270.0,247.0,48.0,26.0,210,157,1745,1
15215,484592,3,9,7,2043.0,2204.0,7,81.0,98.0,56.0,0.0,17.0,18,95,433,1
15216,1749081,12,21,7,2007.0,2231.0,17,84.0,95.0,71.0,41.0,52.0,200,177,550,1
15217,1045737,6,9,1,925.0,1400.0,1,215.0,200.0,193.0,170.0,155.0,81,96,1372,0
15218,753170,5,28,3,1334.0,1450.0,17,76.0,85.0,64.0,15.0,24.0,249,204,446,0
15219,1363478,8,5,2,1311.0,1420.0,11,69.0,85.0,53.0,35.0,51.0,260,81,364,0
15220,1337642,8,22,5,2201.0,556.0,16,295.0,320.0,284.0,-9.0,16.0,157,219,2401,0
15221,217739,2,29,5,1652.0,1657.0,17,65.0,80.0,53.0,32.0,47.0,220,157,370,0
15222,1718901,11,26,3,1835.0,2140.0,5,185.0,187.0,141.0,23.0,25.0,96,177,938,0
15223,128423,1,14,1,1851.0,2056.0,11,125.0,130.0,98.0,16.0,21.0,37,237,612,0
15224,1580829,10,1,3,1117.0,1149.0,9,92.0,83.0,54.0,86.0,77.0,18,116,352,0
15225,596725,4,28,1,2058.0,2212.0,17,134.0,155.0,121.0,-8.0,13.0,233,179,842,0
15226,287317,2,25,1,856.0,1102.0,7,126.0,128.0,99.0,13.0,15.0,18,244,749,0
15227,445952,3,21,5,1712.0,553.0,15,461.0,471.0,437.0,3.0,13.0,152,210,4213,0
15228,1710836,11,2,7,1901.0,2206.0,1,125.0,124.0,95.0,7.0,6.0,210,96,719,1
15229,550807,3,14,5,1317.0,1523.0,4,126.0,120.0,97.0,58.0,52.0,104,63,631,0
15230,1292054,8,3,7,2151.0,2350.0,18,119.0,115.0,92.0,40.0,36.0,136,175,643,1
15231,1418919,8,5,2,1200.0,1948.0,6,288.0,294.0,259.0,9.0,15.0,258,18,2182,0
15232,1112087,7,21,1,1418.0,1518.0,18,120.0,132.0,104.0,76.0,88.0,136,2,744,0
15233,1867967,12,3,3,1049.0,1355.0,11,126.0,115.0,88.0,70.0,59.0,210,18,606,0
15234,441779,3,22,6,818.0,914.0,14,56.0,54.0,27.0,25.0,23.0,210,197,109,1
15235,1026056,6,7,6,1907.0,2338.0,12,211.0,153.0,170.0,70.0,12.0,199,18,906,1
15236,1027334,6,3,2,1413.0,1613.0,12,120.0,99.0,81.0,40.0,19.0,87,237,501,0
15237,1053759,6,8,7,1407.0,1834.0,3,207.0,221.0,185.0,8.0,22.0,16,216,1542,1
15238,1339066,8,28,4,1820.0,2212.0,16,412.0,367.0,311.0,70.0,25.0,219,216,2406,0
15239,967635,6,18,3,1214.0,1422.0,15,68.0,86.0,57.0,40.0,58.0,210,224,412,0
15240,216376,2,28,4,1727.0,1852.0,17,205.0,215.0,193.0,-3.0,7.0,175,248,1333,0
15241,1556934,10,13,1,1451.0,1623.0,14,152.0,176.0,137.0,-5.0,19.0,29,80,1082,0
15242,304722,2,24,7,1406.0,1458.0,11,52.0,55.0,32.0,3.0,6.0,81,261,190,1
15243,579264,4,10,4,1902.0,2058.0,17,176.0,170.0,162.0,13.0,7.0,2,216,1111,0
15244,272534,2,21,4,1218.0,1336.0,16,78.0,86.0,67.0,5.0,13.0,48,63,361,0
15245,1620300,10,10,5,712.0,938.0,6,86.0,80.0,56.0,38.0,32.0,148,18,341,0
15246,1748403,12,21,7,2201.0,22.0,17,81.0,85.0,69.0,67.0,71.0,91,20,528,1
15247,1046377,6,15,7,2226.0,2345.0,1,79.0,80.0,62.0,75.0,76.0,210,175,403,1
15248,1141439,7,28,1,1908.0,2041.0,14,93.0,85.0,66.0,26.0,18.0,18,73,373,0
15249,1230481,7,20,7,45.0,559.0,1,194.0,210.0,175.0,-6.0,10.0,155,210,1515,1
15250,1255641,7,7,1,2037.0,2205.0,6,208.0,192.0,162.0,73.0,57.0,18,80,1199,0
15251,1853916,12,22,1,1034.0,1238.0,9,64.0,65.0,44.0,12.0,13.0,227,18,272,0
15252,502692,3,27,4,1326.0,1439.0,11,73.0,55.0,32.0,119.0,101.0,197,210,109,0
15253,142894,1,8,2,2157.0,2330.0,0,93.0,80.0,58.0,155.0,142.0,181,116,324,0
15254,457315,3,19,3,2258.0,34.0,15,96.0,89.0,58.0,40.0,33.0,259,155,414,0
15255,1234385,7,12,6,1759.0,2142.0,1,163.0,150.0,106.0,72.0,59.0,210,150,740,1
15256,451190,3,20,4,1015.0,1331.0,15,316.0,283.0,280.0,51.0,18.0,210,263,1829,0
15257,1143911,7,16,3,2135.0,2354.0,15,259.0,262.0,244.0,48.0,51.0,210,257,1721,0
15258,1059181,6,16,1,1221.0,1520.0,4,179.0,173.0,166.0,32.0,26.0,281,104,1197,0
15259,178988,1,4,5,1226.0,1715.0,5,169.0,184.0,150.0,12.0,27.0,231,136,1269,0
15260,23464,1,25,5,1910.0,2156.0,17,286.0,270.0,255.0,56.0,40.0,179,268,1790,0
15261,1007756,6,22,7,1632.0,1805.0,11,153.0,150.0,122.0,20.0,17.0,73,81,812,1
15262,1039898,6,20,5,931.0,1257.0,1,146.0,150.0,127.0,37.0,41.0,81,177,984,0
15263,620745,4,27,7,1433.0,1609.0,14,96.0,113.0,74.0,3.0,20.0,181,210,491,1
15264,484639,3,8,6,1145.0,1243.0,7,58.0,67.0,43.0,116.0,125.0,50,18,191,1
15265,144376,1,3,4,1942.0,2325.0,0,163.0,160.0,115.0,55.0,52.0,181,219,874,0
15266,995457,6,3,2,2119.0,2228.0,9,69.0,66.0,47.0,23.0,20.0,48,244,277,0
15267,1330040,8,16,6,1726.0,1904.0,15,218.0,223.0,195.0,11.0,16.0,210,220,1440,1
15268,1306139,8,12,2,700.0,848.0,13,108.0,112.0,89.0,41.0,45.0,219,73,507,0
15269,1884402,12,9,2,853.0,949.0,0,56.0,66.0,38.0,38.0,48.0,253,87,157,0
15270,1043569,6,30,1,2132.0,17.0,1,165.0,175.0,146.0,-3.0,7.0,186,96,1086,0
15271,1106742,7,31,4,2203.0,2308.0,17,65.0,65.0,44.0,13.0,13.0,155,220,256,0
15272,1407997,8,10,7,2149.0,8.0,5,199.0,234.0,175.0,59.0,94.0,96,136,1400,1
15273,997900,6,13,5,2202.0,52.0,9,110.0,121.0,94.0,161.0,172.0,187,18,669,0
15274,759252,5,7,3,1616.0,1906.0,18,110.0,113.0,89.0,63.0,66.0,175,61,694,0
15275,1144102,7,5,6,2046.0,2250.0,15,244.0,261.0,220.0,-6.0,11.0,210,157,1745,1
15276,1668724,11,19,3,2005.0,2133.0,16,88.0,88.0,68.0,25.0,25.0,259,155,414,0
15277,1428137,9,12,5,1803.0,1942.0,17,99.0,95.0,70.0,12.0,8.0,140,48,515,0
15278,869452,5,1,4,2058.0,2351.0,5,173.0,184.0,152.0,2.0,13.0,104,96,1065,0
15279,694149,4,18,5,1039.0,1320.0,1,161.0,160.0,135.0,275.0,274.0,219,186,1013,0
15280,1587096,10,30,4,1121.0,1245.0,11,84.0,85.0,65.0,5.0,6.0,44,81,383,0
15281,1732703,12,11,4,1401.0,1502.0,17,61.0,65.0,50.0,12.0,16.0,158,20,341,0
15282,224756,2,19,2,1138.0,1300.0,18,82.0,69.0,49.0,36.0,23.0,61,280,317,0
15283,940692,6,3,2,1639.0,1805.0,14,86.0,88.0,61.0,9.0,11.0,210,35,409,0
15284,832037,5,2,5,1620.0,1724.0,12,64.0,67.0,47.0,92.0,95.0,199,112,284,0
15285,947490,6,18,3,736.0,825.0,14,49.0,57.0,35.0,60.0,68.0,157,248,109,0
15286,1651864,11,30,7,1030.0,1155.0,13,85.0,81.0,51.0,14.0,10.0,37,150,187,1
15287,1155708,7,22,2,1438.0,2013.0,15,215.0,225.0,193.0,-1.0,9.0,155,210,1515,0
15288,1845673,12,4,4,1709.0,1852.0,8,103.0,85.0,74.0,27.0,9.0,267,80,391,0
15289,629326,4,15,2,2106.0,2307.0,15,121.0,117.0,98.0,23.0,19.0,80,36,649,0
15290,520485,3,5,3,1230.0,1409.0,0,159.0,155.0,125.0,64.0,60.0,199,123,887,0
15291,89469,1,26,6,1422.0,1553.0,16,211.0,182.0,184.0,38.0,9.0,81,155,1055,1
15292,1321153,8,17,7,741.0,958.0,15,317.0,302.0,301.0,49.0,34.0,177,157,2217,1
15293,653022,4,28,1,1428.0,1638.0,7,70.0,84.0,51.0,-6.0,8.0,116,18,352,0
15294,1106503,7,31,4,2224.0,2321.0,17,57.0,60.0,46.0,61.0,64.0,76,158,293,0
15295,1107745,7,8,2,1814.0,2218.0,18,124.0,119.0,108.0,19.0,14.0,289,20,797,0
15296,709697,4,12,6,2232.0,2358.0,4,86.0,90.0,66.0,23.0,27.0,150,135,228,1
15297,313880,2,1,5,1003.0,1242.0,11,99.0,60.0,42.0,62.0,23.0,210,289,224,0
15298,672458,4,16,3,1912.0,2020.0,11,128.0,130.0,104.0,90.0,92.0,241,210,642,0
15299,1370940,8,5,2,1348.0,1517.0,11,89.0,94.0,73.0,18.0,23.0,35,210,409,0
15300,1302589,8,24,7,2247.0,12.0,19,85.0,78.0,53.0,39.0,32.0,135,61,288,1
15301,726342,4,17,4,1658.0,1931.0,6,333.0,365.0,285.0,-24.0,8.0,150,155,2248,0
15302,1246636,7,24,4,1658.0,1833.0,5,95.0,120.0,63.0,133.0,158.0,37,96,200,0
15303,372343,3,4,2,2116.0,2201.0,17,45.0,45.0,29.0,6.0,6.0,20,130,148,0
15304,1095252,7,19,6,1816.0,1909.0,17,53.0,55.0,42.0,14.0,16.0,130,76,239,1
15305,519241,3,24,1,935.0,1128.0,12,113.0,117.0,81.0,10.0,14.0,219,87,453,0
15306,175551,1,25,5,1327.0,1622.0,5,175.0,194.0,150.0,-7.0,12.0,96,247,1068,0
15307,1176464,7,20,7,1005.0,1034.0,7,89.0,95.0,64.0,13.0,19.0,18,44,449,1
15308,1518851,10,3,5,1521.0,1706.0,17,105.0,95.0,93.0,36.0,26.0,216,204,543,0
15309,18547,1,21,1,2016.0,48.0,17,152.0,165.0,137.0,123.0,136.0,155,175,1140,0
15310,1802019,12,22,1,1454.0,1754.0,14,120.0,145.0,107.0,13.0,38.0,252,80,916,0
15311,726001,4,15,2,835.0,1156.0,6,381.0,392.0,345.0,4.0,15.0,150,258,2586,0
15312,938139,6,20,5,2205.0,128.0,13,203.0,125.0,59.0,114.0,36.0,150,224,340,0
15313,70802,1,15,2,1111.0,1313.0,15,242.0,271.0,212.0,-17.0,12.0,162,80,1619,0
15314,1208663,7,21,1,2318.0,2327.0,12,69.0,69.0,48.0,48.0,48.0,87,210,235,0
15315,1217122,7,16,3,3.0,749.0,1,286.0,295.0,268.0,109.0,118.0,157,135,2288,0
15316,1478151,9,20,6,3.0,25.0,7,82.0,90.0,63.0,150.0,158.0,18,165,453,1
15317,966400,6,6,5,808.0,918.0,15,70.0,79.0,52.0,59.0,68.0,157,258,337,0
15318,329976,2,13,3,1732.0,1751.0,0,79.0,84.0,61.0,7.0,12.0,294,181,342,0
15319,1611978,10,27,1,726.0,845.0,4,79.0,85.0,64.0,55.0,61.0,259,163,354,0
15320,140758,1,14,1,1059.0,1355.0,0,116.0,115.0,89.0,30.0,29.0,199,61,622,0
15321,1821750,12,24,3,1059.0,1306.0,16,127.0,132.0,107.0,39.0,44.0,24,63,644,0
15322,1421655,8,12,2,1715.0,1926.0,6,131.0,153.0,105.0,3.0,25.0,96,18,745,0
15323,279679,2,18,1,1343.0,1504.0,6,81.0,85.0,59.0,69.0,73.0,18,177,403,0
15324,427047,3,26,3,1505.0,1630.0,19,85.0,94.0,62.0,6.0,15.0,63,224,366,0
15325,1125683,7,14,1,2100.0,2207.0,13,67.0,60.0,41.0,17.0,10.0,73,154,258,0
15326,914867,6,29,7,1810.0,2051.0,17,161.0,170.0,147.0,46.0,55.0,285,24,1111,1
15327,58563,1,16,3,1428.0,1558.0,14,90.0,105.0,70.0,-7.0,8.0,35,210,409,0
15328,1830671,12,20,6,754.0,1153.0,6,179.0,156.0,125.0,32.0,9.0,199,18,906,1
15329,1925643,12,5,5,1602.0,1748.0,6,106.0,104.0,83.0,8.0,6.0,18,215,545,0
15330,1019455,6,28,6,1341.0,1459.0,12,78.0,44.0,19.0,45.0,11.0,106,87,56,1
15331,614136,4,11,5,1340.0,1415.0,13,95.0,90.0,79.0,15.0,10.0,73,59,419,0
15332,1719364,11,23,7,1714.0,2043.0,5,149.0,174.0,131.0,-7.0,18.0,136,87,1076,1
15333,1732327,12,11,4,1941.0,2300.0,17,319.0,305.0,282.0,130.0,116.0,35,257,1977,0
15334,90711,1,31,4,1944.0,2254.0,16,370.0,389.0,350.0,5.0,24.0,37,155,2381,0
15335,786238,5,17,6,2056.0,2225.0,15,89.0,87.0,65.0,28.0,26.0,210,207,416,1
15336,1066059,6,20,5,2231.0,2309.0,5,158.0,157.0,139.0,92.0,91.0,136,220,1009,0
15337,707150,4,27,7,1735.0,1950.0,3,195.0,220.0,180.0,-15.0,10.0,258,98,1533,1
15338,244727,2,12,2,1049.0,1158.0,14,69.0,85.0,55.0,48.0,64.0,271,258,372,0
15339,1671680,11,2,7,2115.0,2314.0,17,59.0,65.0,47.0,54.0,60.0,155,220,256,1
15340,597221,4,29,2,1037.0,1502.0,17,145.0,155.0,136.0,2.0,12.0,249,249,1129,0
15341,1168589,7,21,1,1253.0,1508.0,6,135.0,149.0,114.0,-6.0,8.0,24,18,859,0
15342,1466984,9,5,5,1320.0,1546.0,16,146.0,126.0,102.0,30.0,10.0,63,37,728,0
15343,920458,6,24,2,1737.0,1846.0,18,69.0,72.0,34.0,59.0,62.0,96,13,143,0
15344,559174,3,14,5,1434.0,1651.0,5,257.0,264.0,225.0,7.0,14.0,96,80,1605,0
15345,455940,3,29,6,1602.0,1800.0,15,118.0,120.0,95.0,5.0,7.0,259,257,679,1
15346,1476579,9,9,2,1920.0,2013.0,7,53.0,67.0,40.0,86.0,100.0,283,177,227,0
15347,595400,4,27,7,802.0,1020.0,17,138.0,150.0,118.0,15.0,27.0,20,179,972,1
15348,1916640,12,23,2,1236.0,1410.0,5,94.0,100.0,53.0,0.0,6.0,37,96,200,0
15349,1506993,9,8,1,1205.0,1241.0,3,36.0,43.0,26.0,16.0,23.0,230,151,123,0
15350,1283916,8,26,2,1913.0,2130.0,17,77.0,85.0,69.0,55.0,63.0,200,284,487,0
15351,1041941,6,25,3,2210.0,2321.0,1,71.0,55.0,36.0,66.0,50.0,81,206,175,0
15352,473560,3,26,3,1345.0,1601.0,6,256.0,247.0,235.0,15.0,6.0,18,266,1589,0
15353,1187542,7,13,7,1941.0,2321.0,9,220.0,84.0,55.0,414.0,278.0,238,18,356,1
15354,1569567,10,1,3,1939.0,2050.0,17,71.0,70.0,57.0,40.0,39.0,269,47,358,0
15355,466965,3,25,2,952.0,1715.0,16,263.0,290.0,247.0,25.0,52.0,259,63,2296,0
15356,267687,2,5,2,1203.0,1356.0,16,113.0,101.0,69.0,25.0,13.0,155,258,414,0
15357,189244,2,7,4,2119.0,2315.0,17,176.0,185.0,153.0,0.0,9.0,104,179,1166,0
15358,1354010,8,15,5,1425.0,1541.0,8,136.0,134.0,115.0,21.0,19.0,275,80,770,0
15359,780039,5,21,3,1347.0,1420.0,14,93.0,101.0,76.0,0.0,8.0,36,258,522,0
15360,352605,2,18,1,2117.0,2.0,3,345.0,382.0,315.0,155.0,192.0,37,257,2496,0
15361,1649422,11,5,3,1935.0,2215.0,13,160.0,147.0,96.0,23.0,10.0,219,18,665,0
15362,554513,3,30,7,1519.0,1745.0,5,206.0,220.0,184.0,-5.0,9.0,96,136,1400,1
15363,1599460,10,28,2,1926.0,2119.0,1,173.0,180.0,157.0,9.0,16.0,238,81,1062,0
15364,188416,2,6,3,1019.0,1132.0,17,73.0,65.0,58.0,22.0,14.0,206,175,313,0
15365,646263,4,1,2,1637.0,1748.0,17,71.0,85.0,59.0,13.0,27.0,220,157,370,0
15366,1126077,7,18,5,1029.0,1146.0,13,77.0,81.0,59.0,70.0,74.0,73,120,330,0
15367,857124,5,2,5,1928.0,2104.0,1,96.0,115.0,79.0,49.0,68.0,18,186,595,0
15368,93213,1,2,3,1330.0,1632.0,17,182.0,180.0,165.0,62.0,60.0,143,215,1052,0
15369,786474,5,31,6,1600.0,1839.0,15,99.0,105.0,72.0,4.0,10.0,80,175,533,1
15370,668638,4,4,5,1922.0,2058.0,11,96.0,105.0,80.0,8.0,17.0,81,86,624,0
15371,785067,5,3,6,751.0,1112.0,15,141.0,151.0,129.0,-4.0,6.0,200,135,954,1
15372,437963,3,13,4,1402.0,1517.0,14,75.0,82.0,56.0,7.0,14.0,204,157,337,0
15373,680484,4,12,6,656.0,951.0,12,115.0,103.0,73.0,18.0,6.0,199,87,528,1
15374,99728,1,30,3,1538.0,1703.0,6,85.0,71.0,48.0,22.0,8.0,37,162,185,0
15375,886742,6,8,7,1649.0,1822.0,17,93.0,85.0,70.0,27.0,19.0,249,204,446,1
15376,1153982,7,10,4,639.0,1007.0,15,148.0,143.0,122.0,44.0,39.0,259,80,967,0
15377,1001968,6,29,7,2146.0,2324.0,9,98.0,106.0,69.0,154.0,162.0,274,18,445,1
15378,227444,2,3,7,1717.0,1935.0,18,198.0,182.0,168.0,58.0,42.0,96,274,872,1
15379,1682561,11,23,7,1629.0,1700.0,7,91.0,92.0,70.0,22.0,23.0,18,44,449,1
15380,1430798,9,16,2,1343.0,1925.0,17,222.0,220.0,195.0,40.0,38.0,155,35,1588,0
15381,1872720,12,1,1,1322.0,1453.0,12,91.0,101.0,70.0,31.0,41.0,79,87,405,0
15382,601061,4,14,1,1525.0,1637.0,18,132.0,153.0,112.0,-6.0,15.0,140,136,845,0
15383,282591,2,27,3,1039.0,1151.0,6,252.0,267.0,224.0,64.0,79.0,73,155,1678,0
15384,1570264,10,3,5,1943.0,2108.0,17,85.0,85.0,72.0,8.0,8.0,35,179,395,0
15385,164987,1,7,1,1912.0,2109.0,3,177.0,184.0,161.0,5.0,12.0,80,257,1024,0
15386,821982,5,19,1,1314.0,1646.0,11,152.0,165.0,130.0,21.0,34.0,81,224,1068,0
15387,12266,1,13,7,1323.0,1409.0,17,46.0,55.0,37.0,9.0,18.0,287,175,223,1
15388,222032,2,7,4,1548.0,1809.0,18,141.0,154.0,119.0,20.0,33.0,96,250,708,0
15389,964060,6,22,7,1245.0,1449.0,15,124.0,127.0,100.0,4.0,7.0,259,257,679,1
15390,1570773,10,16,4,1846.0,2003.0,6,77.0,88.0,58.0,0.0,11.0,238,18,356,0
15391,1692810,11,16,7,1935.0,2252.0,11,137.0,140.0,113.0,17.0,20.0,81,50,922,1
15392,1525339,10,12,7,2155.0,2245.0,17,50.0,55.0,39.0,115.0,120.0,287,76,237,1
15393,272962,2,22,5,1129.0,1223.0,16,54.0,60.0,36.0,3.0,9.0,63,139,185,0
15394,358672,2,28,4,1937.0,2203.0,4,146.0,135.0,108.0,53.0,42.0,37,63,728,0
15395,1227255,7,13,7,1509.0,1816.0,1,127.0,139.0,91.0,17.0,29.0,210,96,719,1
15396,1173882,7,15,2,1610.0,1725.0,7,75.0,83.0,60.0,232.0,240.0,18,285,227,0
15397,289956,2,21,4,2102.0,2253.0,7,111.0,116.0,80.0,10.0,15.0,18,7,678,0
15398,1531155,10,20,1,1036.0,1248.0,17,132.0,150.0,114.0,18.0,36.0,258,155,866,0
15399,1400000,8,20,3,1307.0,1540.0,3,153.0,166.0,128.0,-6.0,7.0,258,157,954,0
15400,731447,5,9,5,1727.0,1836.0,17,69.0,65.0,55.0,21.0,17.0,175,206,313,0
15401,1874844,12,18,4,1407.0,1637.0,12,150.0,162.0,127.0,-2.0,10.0,87,284,983,0
15402,494235,3,23,7,2022.0,2221.0,9,119.0,121.0,88.0,10.0,12.0,18,219,665,1
15403,175332,1,24,4,1929.0,2240.0,5,191.0,191.0,170.0,109.0,109.0,104,96,1065,0
15404,516267,3,13,4,1112.0,1437.0,12,145.0,161.0,128.0,7.0,23.0,199,96,1008,0
15405,1687236,11,17,1,1909.0,2111.0,9,122.0,140.0,101.0,-3.0,15.0,219,18,665,0
15406,670884,4,23,3,1049.0,1030.0,11,41.0,55.0,31.0,50.0,64.0,119,210,137,0
15407,1514227,9,27,6,1421.0,1617.0,5,176.0,197.0,153.0,1.0,22.0,79,136,1208,1
15408,5761,1,6,7,1456.0,1708.0,17,72.0,80.0,63.0,113.0,121.0,179,46,468,1
15409,1232587,7,15,2,1305.0,1421.0,1,76.0,60.0,46.0,71.0,55.0,186,177,193,0
